"rodadas","appetency","churn","upselling"
172,0.832561161712185,0.741106878813957,0.871328598264526
174,0.832668693760167,0.740918014590831,0.871492322208722
176,0.83246735715969,0.741169222343921,0.871669510293066
178,0.832286611802443,0.740819915212799,0.871637196356711
180,0.832421598841399,0.740749320333281,0.871232195021069
182,0.831964015658497,0.740826332929119,0.871195033994261
184,0.832233989736409,0.740781714520419,0.871141715999276
186,0.832160776427145,0.741002667325145,0.87128605158166
188,0.831460674157303,0.740856893483023,0.871551564425372
190,0.831444658745902,0.741413401169614,0.871543485941283
192,0.831414915839013,0.741461381239243,0.871448159829038
194,0.83091157433782,0.741606238264747,0.871464855362821
196,0.830717101485086,0.741596458887498,0.871977569819645
198,0.830737692728317,0.742084816538883,0.872062393902576
200,0.83067820691454,0.742356805468628,0.871813576592646
202,0.830092500440424,0.742273680762009,0.87188870649467
204,0.829753888885076,0.742336635503051,0.87182030866272
206,0.82966466016441,0.742439318964168,0.871741139518652
208,0.829616613930205,0.742210114809889,0.871437927082525
210,0.829433580657044,0.742545058480676,0.871104016406863
212,0.828790676285065,0.74240692477703,0.871000073244922
214,0.828930239155851,0.742179248650446,0.870975299227051
216,0.829014892044688,0.742336329897512,0.871029694353247
218,0.828889056669389,0.742406313565952,0.871335599617403
220,0.828895920417133,0.742181999100297,0.871091629397927
222,0.828474943888862,0.742010248787357,0.871161642926695
224,0.828776948789578,0.74217160851197,0.871273126007118
226,0.828257591876983,0.742189333633234,0.871294668631354
228,0.82810887734254,0.742032252386168,0.871405613146171
230,0.827690188730184,0.742023695431075,0.871421231548742
232,0.827976178219498,0.742114765881709,0.87161242233884
234,0.827580368766287,0.741636187607573,0.871554795819008
236,0.827674173318782,0.741494997848537,0.871470779584486
238,0.827912116573892,0.741618462486309,0.871036695706124
240,0.827417926736357,0.741642299718354,0.871016768778706
242,0.827301243024716,0.741628547469097,0.870507285715517
244,0.826752143205233,0.741545117156939,0.870581069203526
246,0.82657826159573,0.741861113284306,0.870458814810985
248,0.827228029715452,0.74176118027304,0.870422730915389
250,0.82634031834062,0.741325692379909,0.870504054321881
252,0.825960524298811,0.741238594801283,0.870368874354798
254,0.826095511337767,0.741159442966672,0.870463123335832
256,0.825917053896435,0.741011529885777,0.870451813458108
258,0.825891886821375,0.741248068572993,0.870576760678679
260,0.826070344262708,0.741230954662807,0.870529366905359
262,0.826370061247509,0.741238900406822,0.87044104214599
264,0.82615270923563,0.740300691401972,0.870291320907548
266,0.825992555121614,0.740392373063683,0.87024231143741
268,0.826020010112588,0.739767715341887,0.870215921722721
270,0.826125254244656,0.739938854443749,0.870611228877457
272,0.825937645139666,0.74016744738695,0.870624693017605
274,0.826020010112588,0.740241403927398,0.87067989599221
276,0.826104663001425,0.740326362267251,0.870694706546373
278,0.825402272815669,0.740586126975434,0.870466354729468
280,0.825891886821375,0.740499946213425,0.87050943997794
282,0.825637928154864,0.740545175833203,0.870380722798128
284,0.825294740767687,0.740882564348302,0.870264392627252
286,0.8252810132722,0.740783548153654,0.870422730915389
288,0.825113995410441,0.740713258879675,0.870400111159941
290,0.825011039194288,0.740334919222344,0.870526674077329
292,0.825054509596663,0.740313526834611,0.870679626709407
294,0.824798263014238,0.740408875762791,0.870519134158847
296,0.824711322209486,0.740474886559224,0.870411959603271
298,0.82436355899048,0.740392984274761,0.870317172056631
300,0.824674715554854,0.740510336801752,0.870321480581479
